City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket,Date
Jaipur,119.12,186.87,27.74,32.3,37.79,15.52,0.0,5.25,110.76,294.0,Poor,2017-12-07
Jaipur,111.49,201.09,22.18,27.79,29.11,11.73,0.0,5.86,106.26,285.0,Poor,2017-12-08
Jaipur,126.29,208.23,29.78,23.61,33.21,13.05,0.0,3.28,77.7,300.0,Poor,2017-12-09
Jaipur,66.81,215.3,3.35,68.78,38.65,20.84,0.0,10.46,0.27,184.0,Moderate,2017-12-30
Jaipur,90.38,163.86,1.39,43.64,23.9,16.87,0.0,9.42,0.14,164.0,Moderate,2017-12-31
Jaipur,88.94,182.66,2.07,62.25,34.22,17.92,0.0,10.97,0.75,271.0,Poor,2018-01-01
Jaipur,91.34,224.77,10.01,69.18,44.2,18.62,0.0,10.16,1.0,186.0,Moderate,2018-01-02
Jaipur,102.19,253.32,46.64,141.46,93.62,34.03,0.0,8.44,0.72,227.0,Poor,2018-01-03
Jaipur,90.65,184.83,35.66,145.21,90.31,30.59,0.01,19.58,1.28,207.0,Poor,2018-01-04
Jaipur,111.77,194.97,10.22,132.85,77.78,21.35,0.0,8.78,0.25,246.0,Poor,2018-01-05
Jaipur,119.36,201.49,22.08,128.86,84.82,22.89,0.0,9.21,0.24,298.0,Poor,2018-01-06
Jaipur,84.79,160.51,2.41,95.57,51.46,17.1,0.0,10.56,0.24,223.0,Poor,2018-01-07
Jaipur,100.32,199.88,38.2,162.44,113.73,22.2,0.0,11.34,0.56,202.0,Poor,2018-01-08
Jaipur,128.28,258.71,81.12,212.99,153.26,29.23,0.0,12.86,4.21,298.0,Poor,2018-01-11
Jaipur,84.35,166.42,3.9,4.72,3.68,8.1,0.01,13.85,10.88,163.0,Moderate,2018-01-16
Jaipur,73.3,142.45,15.16,39.5,35.62,21.47,1.05,11.12,51.99,131.0,Moderate,2018-02-27
Jaipur,57.31,130.74,14.95,39.89,34.81,22.03,0.82,10.19,138.66,222.0,Poor,2018-02-28
Jaipur,67.55,135.07,14.92,40.25,34.93,21.94,0.43,10.33,176.98,172.0,Moderate,2018-03-01
Jaipur,62.84,114.1,15.1,39.79,35.02,22.18,0.6,11.25,62.82,122.0,Moderate,2018-03-02
Jaipur,53.35,120.41,14.96,40.18,34.51,21.85,0.79,10.29,64.67,111.0,Moderate,2018-03-03
Jaipur,59.89,141.69,15.03,40.05,35.18,21.88,0.86,9.96,64.53,120.0,Moderate,2018-03-04
Jaipur,36.49,70.96,14.96,39.59,35.27,22.2,0.93,10.59,69.33,110.0,Moderate,2018-03-05
Jaipur,42.06,84.86,14.93,39.89,34.74,21.65,0.76,11.53,69.79,105.0,Moderate,2018-03-06
Jaipur,50.02,103.4,13.43,38.11,35.21,19.84,1.62,9.85,44.3,117.0,Moderate,2018-03-12
Jaipur,65.29,132.59,10.0,29.98,35.41,14.98,2.2,11.75,10.68,157.0,Moderate,2018-03-13
Jaipur,47.88,133.87,10.01,30.02,34.74,14.99,0.68,11.73,2.65,119.0,Moderate,2018-03-14
Jaipur,53.05,152.59,10.03,30.06,34.96,15.01,0.52,11.04,1.87,124.0,Moderate,2018-03-15
Jaipur,56.76,123.93,12.78,29.95,33.5,17.62,0.86,11.34,32.59,103.0,Moderate,2018-03-19
Jaipur,47.92,93.81,14.98,29.88,31.91,19.89,0.99,10.27,6.21,112.0,Moderate,2018-03-20
Jaipur,51.67,154.56,14.86,29.95,32.24,20.0,0.94,10.88,34.94,122.0,Moderate,2018-03-21
Jaipur,50.6,126.08,15.03,29.99,32.07,20.0,1.07,10.51,70.04,135.0,Moderate,2018-03-22
Jaipur,45.25,94.79,14.85,30.04,31.09,18.67,1.06,11.13,54.8,111.0,Moderate,2018-03-23
Jaipur,69.89,99.94,15.5,26.7,28.9,15.45,0.92,10.75,7.28,111.0,Moderate,2018-03-24
Jaipur,89.43,113.33,15.77,24.72,27.12,14.94,2.5,10.51,6.22,179.0,Moderate,2018-03-25
Jaipur,83.85,141.46,16.21,25.21,27.62,15.0,2.76,12.45,9.43,210.0,Poor,2018-03-26
Jaipur,91.11,263.08,16.14,24.83,27.93,14.8,2.26,13.45,8.12,219.0,Poor,2018-03-27
Jaipur,56.25,179.8,16.08,25.1,27.8,15.05,1.43,7.31,20.17,157.0,Moderate,2018-03-28
Jaipur,48.79,112.09,15.99,25.2,28.04,14.94,0.99,4.49,96.4,151.0,Moderate,2018-03-29
Jaipur,68.52,162.97,15.99,25.22,27.91,15.0,0.9,1.47,92.61,191.0,Moderate,2018-03-30
Jaipur,47.25,135.96,16.42,25.7,27.71,15.34,0.29,0.67,111.5,142.0,Moderate,2018-03-31
Jaipur,69.57,159.38,16.05,25.1,27.78,15.04,1.11,9.89,166.67,246.0,Poor,2018-04-03
Jaipur,77.97,172.52,15.54,25.24,27.24,15.06,1.1,9.79,128.54,204.0,Poor,2018-04-04
Jaipur,72.41,162.36,16.0,25.11,27.38,14.82,1.45,9.3,82.03,165.0,Moderate,2018-04-05
Jaipur,63.82,158.6,15.92,25.18,27.95,15.11,1.18,8.45,105.77,152.0,Moderate,2018-04-06
Jaipur,41.08,119.61,15.86,25.22,28.29,14.99,2.15,10.54,134.09,147.0,Moderate,2018-04-07
Jaipur,60.06,125.32,16.13,24.78,27.95,14.82,2.37,10.09,75.07,166.0,Moderate,2018-04-08
Jaipur,49.3,110.79,15.84,36.14,33.29,18.66,1.37,9.25,128.87,166.0,Moderate,2018-04-09
Jaipur,50.12,119.79,15.93,49.72,39.71,23.19,0.47,11.42,94.56,148.0,Moderate,2018-04-10
Jaipur,35.26,85.88,16.34,49.69,40.04,22.08,0.55,10.44,111.66,119.0,Moderate,2018-04-11
Jaipur,29.88,72.07,15.83,49.86,39.55,23.17,1.04,10.83,0.26,84.0,Satisfactory,2018-04-13
Jaipur,45.54,102.1,16.14,50.78,39.97,22.7,0.82,11.61,0.6,114.0,Moderate,2018-04-14
Jaipur,48.69,112.86,15.97,50.7,40.29,22.87,0.63,11.42,0.56,111.0,Moderate,2018-04-15
Jaipur,78.24,176.92,16.0,49.07,39.86,23.18,0.86,10.85,10.86,128.0,Moderate,2018-04-16
Jaipur,65.19,149.59,15.87,49.84,40.13,22.82,0.77,11.27,50.02,145.0,Moderate,2018-04-18
Jaipur,84.92,164.79,16.65,49.87,39.94,22.97,1.11,13.14,42.64,147.0,Moderate,2018-04-19
Jaipur,105.11,260.49,18.23,49.49,40.0,22.69,1.86,25.47,40.78,233.0,Poor,2018-04-20
Jaipur,145.08,370.76,18.25,50.07,40.3,23.06,0.87,18.92,39.86,353.0,Very Poor,2018-04-21
Jaipur,37.93,113.33,18.06,49.7,40.31,23.17,0.68,16.33,39.87,167.0,Moderate,2018-04-22
Jaipur,43.73,101.51,3.88,40.84,24.47,24.83,1.33,13.46,33.15,113.0,Moderate,2018-04-23
Jaipur,73.22,135.51,1.39,47.61,26.01,25.63,1.38,15.67,39.92,135.0,Moderate,2018-04-24
Jaipur,77.11,142.42,2.01,66.68,36.49,35.54,1.85,20.75,34.34,161.0,Moderate,2018-04-25
Jaipur,69.75,153.98,1.72,56.87,31.07,39.73,1.17,19.41,31.25,132.0,Moderate,2018-04-26
Jaipur,102.13,192.22,1.57,62.36,33.79,40.4,0.96,16.02,30.86,207.0,Poor,2018-04-27
Jaipur,81.73,165.54,1.31,53.18,28.76,41.66,0.84,15.95,30.95,188.0,Moderate,2018-04-28
Jaipur,54.65,167.66,3.4,50.34,29.84,44.53,1.26,10.37,42.25,130.0,Moderate,2018-05-01
Jaipur,78.81,214.51,10.52,40.32,29.53,40.63,0.85,4.51,38.04,153.0,Moderate,2018-05-02
Jaipur,53.47,158.05,8.95,24.68,20.08,26.17,0.7,9.66,119.82,176.0,Moderate,2018-05-03
Jaipur,63.95,129.81,8.48,23.52,18.86,22.93,1.17,9.02,148.3,185.0,Moderate,2018-05-04
Jaipur,77.91,139.4,15.65,34.87,30.75,23.17,1.19,9.19,150.85,210.0,Poor,2018-05-05
Jaipur,87.26,154.38,13.4,23.83,23.19,3.72,1.21,10.35,159.28,216.0,Poor,2018-05-06
Jaipur,65.26,127.25,17.47,22.98,25.92,12.52,1.2,10.15,139.92,250.0,Poor,2018-05-07
Jaipur,135.06,270.24,11.15,13.13,15.58,10.39,1.21,8.65,180.92,292.0,Poor,2018-05-08
Jaipur,67.01,130.82,10.7,13.83,15.76,9.16,1.19,9.62,156.79,239.0,Poor,2018-05-09
Jaipur,62.12,106.48,19.67,35.99,34.53,8.3,1.2,8.07,101.48,174.0,Moderate,2018-05-10
Jaipur,72.96,133.22,14.76,66.93,46.79,13.92,1.21,9.34,72.02,139.0,Moderate,2018-05-11
Jaipur,73.73,142.17,14.6,51.4,38.56,12.67,1.2,9.3,106.08,186.0,Moderate,2018-05-12
Jaipur,109.19,252.22,5.6,33.64,22.02,9.65,1.21,9.01,66.2,288.0,Poor,2018-05-14
Jaipur,100.3,184.55,3.17,31.48,18.95,8.34,1.22,7.91,62.18,235.0,Poor,2018-05-15
Jaipur,90.76,183.92,6.39,34.43,23.05,9.41,1.2,8.54,74.51,229.0,Poor,2018-05-16
Jaipur,89.77,168.99,5.6,37.98,24.31,10.71,1.21,9.26,78.72,202.0,Poor,2018-05-17
Jaipur,73.75,156.02,6.88,44.89,28.81,9.81,1.19,10.91,96.94,201.0,Poor,2018-05-18
Jaipur,81.74,156.55,1.21,25.1,14.0,9.29,1.22,10.16,107.72,177.0,Moderate,2018-05-19
Jaipur,63.5,122.27,1.27,28.99,16.09,9.45,1.21,9.86,103.05,157.0,Moderate,2018-05-20
Jaipur,69.6,131.61,1.37,32.21,17.8,9.26,1.2,9.04,106.72,158.0,Moderate,2018-05-21
Jaipur,83.19,165.52,5.48,40.69,25.57,10.65,1.21,9.49,89.67,171.0,Moderate,2018-05-22
Jaipur,103.52,171.25,13.45,60.67,42.49,14.66,1.2,11.06,52.84,234.0,Poor,2018-05-23
Jaipur,91.86,115.03,9.46,78.66,48.69,13.84,1.17,14.4,88.14,231.0,Poor,2018-05-24
Jaipur,88.58,150.77,28.41,84.01,66.68,53.2,1.18,11.52,70.96,209.0,Poor,2018-05-25
Jaipur,71.59,131.62,30.89,72.93,62.97,56.8,1.2,9.05,62.83,190.0,Moderate,2018-05-26
Jaipur,148.31,239.46,64.33,85.95,96.31,145.42,1.19,5.73,8.56,145.0,Moderate,2018-05-27
Jaipur,76.82,145.11,1.47,40.17,22.12,2.77,1.2,11.0,79.71,192.0,Moderate,2018-05-29
Jaipur,72.06,179.06,2.52,24.68,14.9,0.56,1.18,16.85,49.56,135.0,Moderate,2018-05-30
Jaipur,50.51,120.76,3.44,39.65,22.05,8.96,1.2,20.37,58.71,133.0,Moderate,2018-05-31
Jaipur,88.37,160.09,4.84,16.07,10.59,6.33,1.19,15.03,44.01,147.0,Moderate,2018-06-01
Jaipur,137.6,473.53,10.06,24.92,21.05,14.88,1.2,15.09,50.75,367.0,Very Poor,2018-06-02
Jaipur,82.33,197.5,9.97,25.23,21.05,14.76,1.2,15.11,42.23,259.0,Poor,2018-06-03
Jaipur,98.34,215.22,9.7,18.8,17.6,9.54,1.18,12.3,31.17,182.0,Moderate,2018-06-04
Jaipur,90.7,205.69,7.87,12.07,12.54,1.76,1.2,9.18,59.02,244.0,Poor,2018-06-05
Jaipur,69.38,188.45,8.89,19.52,17.85,1.24,1.2,9.04,87.24,180.0,Moderate,2018-06-06
Jaipur,80.09,179.21,8.43,21.11,15.09,1.05,1.2,9.75,68.04,127.0,Moderate,2018-06-07
Jaipur,106.13,242.06,8.04,22.95,18.85,4.39,1.23,9.33,35.36,235.0,Poor,2018-06-08
Jaipur,57.38,100.61,6.29,25.32,18.6,10.62,0.41,9.29,28.44,169.0,Moderate,2018-06-09
Jaipur,41.42,99.56,6.37,26.15,19.2,10.44,0.21,9.09,47.47,95.0,Satisfactory,2018-06-10
Jaipur,60.46,136.17,11.22,20.43,17.64,13.83,0.16,12.16,39.27,108.0,Moderate,2018-06-11
Jaipur,80.83,225.82,11.55,21.9,19.49,24.21,0.85,7.76,36.42,157.0,Moderate,2018-06-12
Jaipur,103.49,323.19,16.16,20.23,17.64,22.9,0.83,10.77,33.16,245.0,Poor,2018-06-13
Jaipur,103.48,290.22,13.46,16.49,19.19,23.53,0.44,9.32,42.59,236.0,Poor,2018-06-14
Jaipur,64.72,184.35,11.62,26.44,19.13,21.97,0.72,13.17,50.34,225.0,Poor,2018-06-15
Jaipur,54.7,138.11,9.97,39.1,19.93,15.18,0.59,13.0,37.68,132.0,Moderate,2018-06-16
Jaipur,44.18,106.05,9.95,38.97,20.01,14.99,0.44,12.03,33.78,111.0,Moderate,2018-06-17
Jaipur,65.71,205.12,10.22,32.43,16.97,12.56,0.39,12.53,40.88,134.0,Moderate,2018-06-18
Jaipur,51.73,124.17,12.65,19.28,16.32,5.92,0.19,8.09,55.37,140.0,Moderate,2018-06-19
Jaipur,38.47,98.7,18.7,10.5,20.28,14.02,0.32,10.67,49.15,106.0,Moderate,2018-06-20
Jaipur,66.88,221.82,7.19,13.78,12.03,6.27,1.2,9.75,56.5,152.0,Moderate,2018-06-21
Jaipur,58.4,128.71,5.6,3.25,2.98,3.54,0.81,6.71,60.34,144.0,Moderate,2018-07-10
Jaipur,53.67,132.15,29.84,101.72,77.08,41.42,0.35,10.34,32.16,112.0,Moderate,2018-07-31
Jaipur,64.58,168.03,23.96,41.73,40.49,28.41,0.39,10.02,79.28,148.0,Moderate,2018-08-01
Jaipur,77.65,187.29,19.53,19.79,25.82,18.64,0.55,10.46,84.75,155.0,Moderate,2018-08-02
Jaipur,62.49,170.62,27.31,20.16,31.52,15.18,0.9,12.54,63.28,152.0,Moderate,2018-08-03
Jaipur,63.26,153.87,31.84,17.89,30.03,10.21,1.1,16.71,53.45,141.0,Moderate,2018-08-04
Jaipur,59.16,143.8,21.25,20.0,20.09,2.1,1.01,16.76,54.49,136.0,Moderate,2018-08-05
Jaipur,43.96,120.23,27.65,16.06,24.4,8.1,1.14,24.03,47.02,119.0,Moderate,2018-08-06
Jaipur,60.32,107.61,12.08,19.24,15.97,5.85,1.26,11.92,42.39,107.0,Moderate,2018-08-07
Jaipur,70.18,106.84,24.15,10.72,24.52,13.21,0.97,7.89,36.82,142.0,Moderate,2018-08-08
Jaipur,36.12,68.73,38.26,14.09,30.01,24.27,0.89,9.84,39.88,89.0,Satisfactory,2018-08-09
Jaipur,57.03,94.64,14.74,27.22,26.01,18.09,0.9,16.51,32.09,90.0,Satisfactory,2018-08-10
Jaipur,56.45,97.63,11.36,23.7,21.45,14.13,0.91,11.3,26.76,95.0,Satisfactory,2018-08-11
Jaipur,47.69,91.82,9.5,19.83,17.91,11.87,0.87,7.01,27.57,95.0,Satisfactory,2018-08-12
Jaipur,49.36,104.08,7.09,19.07,15.61,11.94,0.98,8.62,37.26,93.0,Satisfactory,2018-08-13
Jaipur,67.92,103.48,8.79,19.92,17.41,12.08,0.99,12.61,34.27,102.0,Moderate,2018-08-14
Jaipur,92.79,174.24,11.28,18.9,18.87,10.87,0.88,13.47,26.09,193.0,Moderate,2018-08-15
Jaipur,54.57,83.3,10.69,16.53,17.16,11.85,1.05,12.54,30.64,138.0,Moderate,2018-08-16
Jaipur,45.92,82.13,7.88,16.57,14.92,12.81,0.98,10.79,36.82,82.0,Satisfactory,2018-08-17
Jaipur,52.64,83.72,13.85,25.54,24.43,15.05,0.93,11.85,47.98,91.0,Satisfactory,2018-08-18
Jaipur,55.3,73.56,41.48,19.08,42.72,9.35,0.99,12.47,31.97,91.0,Satisfactory,2018-08-19
Jaipur,60.86,85.59,49.11,12.95,43.22,9.61,1.05,8.37,22.76,92.0,Satisfactory,2018-08-20
Jaipur,49.32,105.09,20.09,15.02,23.74,19.86,0.77,10.28,31.66,99.0,Satisfactory,2018-08-21
Jaipur,56.11,109.21,21.53,17.24,26.21,13.66,0.63,11.25,28.94,110.0,Moderate,2018-08-22
Jaipur,37.01,68.9,23.87,13.19,26.0,11.44,0.64,10.31,23.16,80.0,Satisfactory,2018-08-23
Jaipur,39.66,85.46,23.66,16.09,27.4,10.42,0.6,8.61,22.17,79.0,Satisfactory,2018-08-24
Jaipur,39.02,82.6,23.27,18.18,28.19,9.73,0.6,8.12,24.98,85.0,Satisfactory,2018-08-25
Jaipur,43.03,98.46,14.68,20.7,22.65,9.01,0.58,7.9,30.91,88.0,Satisfactory,2018-08-26
Jaipur,51.76,126.39,26.83,20.39,32.17,9.3,0.77,7.94,27.83,107.0,Moderate,2018-08-27
Jaipur,59.69,129.19,16.22,24.83,26.03,11.2,0.68,9.62,39.71,124.0,Moderate,2018-08-28
Jaipur,42.76,75.31,16.63,17.78,22.61,9.92,0.71,14.19,35.24,99.0,Satisfactory,2018-08-29
Jaipur,51.78,109.71,16.31,19.27,23.15,9.48,0.73,8.66,25.46,86.0,Satisfactory,2018-08-30
Jaipur,46.36,103.3,16.58,23.88,25.84,14.05,0.81,8.52,25.76,112.0,Moderate,2018-08-31
Jaipur,43.16,93.93,21.26,17.01,25.87,7.89,0.74,8.89,25.21,95.0,Satisfactory,2018-09-01
Jaipur,42.07,67.32,19.22,17.11,24.33,7.29,0.7,9.0,21.64,84.0,Satisfactory,2018-09-02
Jaipur,45.14,63.5,20.5,16.29,24.92,7.91,0.77,9.06,21.05,72.0,Satisfactory,2018-09-03
Jaipur,44.37,100.26,24.74,15.13,27.55,12.44,0.97,10.89,21.3,88.0,Satisfactory,2018-09-04
Jaipur,55.56,130.96,22.14,14.24,25.07,11.81,0.97,11.77,22.06,113.0,Moderate,2018-09-05
Jaipur,52.38,102.07,19.17,22.66,27.24,6.6,0.96,9.69,23.59,116.0,Moderate,2018-09-06
Jaipur,47.19,84.32,20.67,27.14,29.66,11.88,0.99,11.03,29.14,84.0,Satisfactory,2018-09-07
Jaipur,42.09,124.1,12.41,11.23,15.61,12.37,1.04,9.01,36.12,123.0,Moderate,2018-09-08
Jaipur,26.18,54.89,11.7,7.18,12.91,8.16,0.98,7.09,33.64,74.0,Satisfactory,2018-09-09
Jaipur,41.7,98.67,14.13,8.27,15.59,10.29,0.93,9.03,23.08,83.0,Satisfactory,2018-09-10
Jaipur,41.63,106.08,17.31,8.78,18.28,8.26,1.1,11.07,21.46,101.0,Moderate,2018-09-11
Jaipur,39.8,108.1,16.23,16.13,21.42,11.77,0.91,13.1,25.11,104.0,Moderate,2018-09-12
Jaipur,44.36,103.57,9.73,18.15,17.25,8.66,0.72,8.78,30.48,104.0,Moderate,2018-09-13
Jaipur,52.37,117.26,10.91,22.27,20.11,10.87,0.7,14.57,26.73,108.0,Moderate,2018-09-14
Jaipur,53.92,123.43,16.98,23.66,25.89,12.18,0.69,14.38,30.33,113.0,Moderate,2018-09-15
Jaipur,62.17,154.79,14.08,24.24,23.94,10.32,0.72,10.79,32.12,125.0,Moderate,2018-09-16
Jaipur,54.74,141.99,9.67,30.64,23.58,16.43,0.7,14.54,34.03,127.0,Moderate,2018-09-17
Jaipur,57.44,138.85,19.32,30.68,31.49,20.0,1.1,10.45,26.48,130.0,Moderate,2018-09-18
Jaipur,64.78,158.67,24.61,29.37,34.48,22.25,1.11,19.0,35.66,129.0,Moderate,2018-09-19
Jaipur,63.87,159.95,12.28,30.09,25.49,22.25,1.12,8.18,35.86,141.0,Moderate,2018-09-20
Jaipur,64.64,156.09,6.38,21.5,16.29,24.92,0.96,9.36,38.96,147.0,Moderate,2018-09-21
Jaipur,24.67,72.78,10.24,9.04,12.75,15.97,0.89,9.06,21.86,103.0,Moderate,2018-09-22
Jaipur,57.13,164.84,34.85,17.63,36.57,17.13,1.31,6.05,17.65,120.0,Moderate,2018-09-25
Jaipur,67.4,187.44,35.72,18.14,37.47,17.3,1.14,6.96,18.95,163.0,Moderate,2018-09-26
Jaipur,65.71,181.34,65.32,17.64,58.5,18.33,1.24,6.92,18.71,156.0,Moderate,2018-09-27
Jaipur,72.77,201.22,127.64,12.68,93.36,13.64,1.48,9.87,20.34,168.0,Moderate,2018-09-28
Jaipur,83.11,211.36,107.81,24.9,84.2,13.55,1.36,6.85,20.92,166.0,Moderate,2018-09-29
Jaipur,77.08,222.71,31.18,31.82,39.02,14.44,1.0,6.96,17.91,179.0,Moderate,2018-09-30
Jaipur,62.71,152.41,54.79,32.38,60.1,10.12,1.2,7.99,16.35,152.0,Moderate,2018-10-01
Jaipur,77.24,187.69,117.77,25.14,95.96,17.62,1.24,9.04,9.91,155.0,Moderate,2018-10-02
Jaipur,43.82,151.36,37.5,44.96,54.58,11.5,1.02,8.93,26.57,151.0,Moderate,2018-10-03
Jaipur,57.83,110.07,19.15,49.09,40.96,6.27,1.07,10.14,38.65,114.0,Moderate,2018-10-04
Jaipur,61.37,120.85,23.94,50.1,45.28,5.93,1.01,11.44,33.3,109.0,Moderate,2018-10-05
Jaipur,69.0,145.54,50.29,42.5,60.67,6.46,1.14,9.12,29.84,125.0,Moderate,2018-10-06
Jaipur,65.05,141.23,26.82,45.55,45.08,5.38,0.91,8.95,48.45,129.0,Moderate,2018-10-07
Jaipur,60.36,134.02,37.57,50.71,56.47,8.71,1.15,9.01,38.38,127.0,Moderate,2018-10-08
Jaipur,71.49,153.98,80.93,39.18,83.24,21.08,1.18,14.3,22.37,127.0,Moderate,2018-10-09
Jaipur,90.24,187.41,33.14,41.48,48.1,30.08,1.07,23.61,26.44,154.0,Moderate,2018-10-10
Jaipur,88.5,211.22,14.76,32.64,29.21,20.05,1.18,8.97,46.41,231.0,Poor,2018-10-11
Jaipur,78.58,161.22,23.79,40.08,40.0,3.28,1.15,9.2,46.54,162.0,Moderate,2018-10-12
Jaipur,80.67,168.61,17.82,48.95,39.86,6.02,0.82,16.97,59.37,167.0,Moderate,2018-10-13
Jaipur,82.87,169.13,17.6,52.24,41.39,6.06,0.75,6.86,57.61,174.0,Moderate,2018-10-14
Jaipur,81.0,170.15,70.8,48.47,91.05,12.43,1.21,16.04,47.65,161.0,Moderate,2018-10-15
Jaipur,131.49,180.99,107.85,34.33,124.74,19.56,1.01,14.59,22.95,276.0,Poor,2018-10-16
Jaipur,65.63,155.23,122.11,56.22,115.69,13.39,1.86,8.95,24.7,201.0,Poor,2018-10-17
Jaipur,86.81,218.2,112.9,91.95,150.33,15.12,0.93,9.16,27.82,191.0,Moderate,2018-10-18
Jaipur,106.56,189.6,39.08,86.01,76.24,17.66,1.1,9.16,57.46,200.0,Moderate,2018-10-19
Jaipur,104.89,166.25,42.82,83.89,78.13,18.05,2.01,8.98,56.11,252.0,Poor,2018-10-20
Jaipur,107.44,220.9,6.92,64.45,39.21,22.52,1.08,9.13,89.28,260.0,Poor,2018-10-21
Jaipur,83.09,147.45,57.92,63.91,79.3,22.94,1.64,8.21,51.63,212.0,Poor,2018-10-22
Jaipur,80.78,174.47,67.56,53.77,75.64,24.07,2.46,11.63,42.09,181.0,Moderate,2018-10-23
Jaipur,88.55,182.69,72.93,57.19,88.25,23.29,1.86,10.32,29.87,198.0,Moderate,2018-10-24
Jaipur,84.61,172.49,48.96,48.79,64.5,23.12,0.89,10.44,33.23,189.0,Moderate,2018-10-25
Jaipur,94.18,167.98,15.3,37.35,31.78,15.86,0.81,11.25,52.94,194.0,Moderate,2018-10-26
Jaipur,102.17,164.44,15.62,46.0,36.17,15.99,1.0,9.55,53.45,239.0,Poor,2018-10-27
Jaipur,126.7,170.98,12.2,45.94,33.8,15.97,0.92,9.06,71.61,273.0,Poor,2018-10-28
Jaipur,134.75,209.85,29.63,62.74,56.52,16.03,1.72,8.94,58.33,302.0,Very Poor,2018-10-29
Jaipur,124.27,216.65,23.79,60.23,50.54,15.74,1.44,10.38,54.28,317.0,Very Poor,2018-10-30
Jaipur,86.6,192.03,21.7,53.11,45.14,15.66,1.22,10.08,65.98,217.0,Poor,2018-10-31
Jaipur,106.47,192.19,53.74,56.26,72.41,16.64,1.71,9.26,37.55,245.0,Poor,2018-11-01
Jaipur,91.95,178.7,89.47,43.65,94.39,14.75,1.59,8.92,35.47,236.0,Poor,2018-11-02
Jaipur,73.31,155.98,71.76,45.44,81.18,13.74,1.21,8.93,42.98,163.0,Moderate,2018-11-03
Jaipur,114.68,191.07,18.52,45.51,38.61,15.62,1.12,9.01,43.34,240.0,Poor,2018-11-04
Jaipur,62.42,132.69,25.23,53.45,48.14,15.9,1.14,8.87,42.98,164.0,Moderate,2018-11-05
Jaipur,109.12,179.36,29.02,55.92,52.46,15.92,1.34,9.22,40.19,213.0,Poor,2018-11-06
Jaipur,92.68,180.27,66.91,49.61,79.47,15.47,1.68,13.2,40.36,190.0,Moderate,2018-11-07
Jaipur,145.4,238.74,51.04,38.43,60.25,16.49,1.53,14.94,60.2,327.0,Very Poor,2018-11-08
Jaipur,167.86,228.57,97.74,35.64,111.21,12.93,2.17,12.24,45.5,324.0,Very Poor,2018-11-09
Jaipur,174.25,241.49,98.38,36.41,96.98,11.14,1.89,12.43,51.37,344.0,Very Poor,2018-11-10
Jaipur,197.95,301.68,103.8,86.59,128.32,12.64,1.38,11.18,5.81,294.0,Poor,2018-11-11
Jaipur,96.78,184.98,111.5,44.84,110.64,12.84,2.14,11.22,30.58,248.0,Poor,2018-11-12
Jaipur,105.63,203.83,157.17,51.84,140.94,7.75,2.1,9.84,20.95,270.0,Poor,2018-11-13
Jaipur,64.41,127.05,17.05,62.31,46.19,12.27,1.3,9.75,56.55,147.0,Moderate,2018-11-14
Jaipur,130.26,205.27,31.61,66.19,59.74,13.69,1.47,9.6,26.25,222.0,Poor,2018-11-15
Jaipur,138.4,187.85,20.26,64.07,49.62,14.14,1.43,9.55,35.01,319.0,Very Poor,2018-11-16
Jaipur,118.14,193.02,93.77,56.69,104.51,12.83,2.08,10.18,24.95,291.0,Poor,2018-11-17
Jaipur,86.51,149.09,27.76,63.76,55.31,13.45,1.28,9.79,38.48,249.0,Poor,2018-11-18
Jaipur,73.89,135.22,33.06,82.17,69.16,11.52,1.38,10.54,35.86,151.0,Moderate,2018-11-19
Jaipur,93.09,170.55,54.97,70.24,80.71,12.58,0.96,10.13,18.26,212.0,Poor,2018-11-20
Jaipur,108.51,178.48,48.69,61.32,70.97,13.32,1.32,10.93,40.95,197.0,Moderate,2018-11-21
Jaipur,92.13,160.9,12.18,64.91,43.63,13.11,0.78,10.59,54.46,247.0,Poor,2018-11-22
Jaipur,91.14,160.76,17.94,58.99,45.16,15.86,1.16,10.71,31.37,212.0,Poor,2018-11-23
Jaipur,95.81,169.64,44.23,50.78,61.94,16.89,1.3,9.83,37.07,191.0,Moderate,2018-11-24
Jaipur,131.29,224.95,162.18,34.68,147.17,11.63,1.48,10.25,28.03,298.0,Poor,2018-11-25
Jaipur,85.45,168.98,48.07,61.3,70.49,15.68,1.33,9.83,27.49,241.0,Poor,2018-11-26
Jaipur,88.34,150.24,9.1,61.78,39.52,17.23,1.16,10.12,53.34,177.0,Moderate,2018-11-27
Jaipur,98.61,158.31,9.37,53.41,35.8,15.12,1.05,9.54,64.27,213.0,Poor,2018-11-28
Jaipur,86.71,183.47,49.35,70.12,75.56,9.19,1.13,10.91,34.49,240.0,Poor,2018-11-29
Jaipur,92.48,191.14,165.1,35.24,149.58,9.42,1.53,14.55,22.99,170.0,Moderate,2018-11-30
Jaipur,104.07,191.92,135.71,50.31,135.27,8.82,1.57,17.9,23.74,240.0,Poor,2018-12-01
Jaipur,102.71,160.46,61.92,67.69,84.69,12.42,1.22,17.18,35.96,247.0,Poor,2018-12-02
Jaipur,106.72,166.06,54.25,69.91,79.82,13.4,1.44,15.94,31.93,266.0,Poor,2018-12-03
Jaipur,78.44,158.29,50.52,68.56,74.7,14.2,1.27,27.44,33.78,197.0,Moderate,2018-12-04
